,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,9672,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19124031.0,19124031.0,,1,,,,2022-08-17T15:39:00.000Z,23423.6312792895,30647880835.70755,7.0141,0.00154783,-1.79454831,-2.45544302,5.38888029,22.78164098,-22.90884005,447954250717.7021,40.0677,491896256865.08,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
1,1027,Ethereum,ETH,ethereum,6008,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,122000712.0615,122000712.0615,,2,,,,2022-08-17T15:39:00.000Z,1833.4781506126824,19315186001.896935,16.4501,0.12981937,-2.75005271,-0.50171898,23.63899201,84.32758061,-9.22953295,223685639923.9494,20.0078,223685639923.95,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
2,825,Tether,USDT,tether,38308,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,67565962655.048164,69158976373.56549,,3,,,,2022-08-17T15:39:00.000Z,1.0001069692418356,52656540929.891525,6.7491,0.00116445,0.00339267,-0.01897766,0.0239715,0.13370043,0.11180734,67573190134.84727,6.0441,69166374256.83,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-17 15:40:35.805044
3,3408,USD Coin,USDC,usd-coin,5774,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53436646601.040565,53436646601.040565,,4,,,,2022-08-17T15:39:00.000Z,0.9998747122070735,6745891055.953523,2.1973,0.01158749,-0.01705385,-0.00133727,-0.03971297,-0.06232111,-0.0579444,53429951641.52653,4.7763,53429951641.53,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-17 15:40:35.805044
4,1839,BNB,BNB,bnb,1069,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-17T15:39:00.000Z,307.3774762174961,1058460669.8920757,5.2864,0.04628434,-2.47195771,-8.18095937,17.67330544,53.63605866,-0.14619845,49591440133.68744,4.4331,61475495243.5,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
5,52,XRP,XRP,xrp,798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49377587823.0,99989361309.0,,6,,,,2022-08-17T15:39:00.000Z,0.3726674561207148,1320142878.8613887,41.6715,0.23543338,-0.32991014,-1.49175242,2.59517965,21.65569685,-11.47449171,18401420043.37459,1.6451,37266745612.07,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
6,4687,Binance USD,BUSD,binance-usd,4754,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18063917316.969254,18063917316.969254,,7,,,,2022-08-17T15:39:00.000Z,1.0001118027775988,5763232723.63952,4.3384,0.01564833,0.02016035,0.02808673,0.02966197,-0.05437239,-0.00238407,18065936913.099606,1.6151,18065936913.1,,2022-08-17T15:39:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-17 15:40:35.805044
7,2010,Cardano,ADA,cardano,550,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,8,,,,2022-08-17T15:39:00.000Z,0.5354492951304591,1021027659.1620475,32.7417,0.01822483,-4.2416353,-0.09182611,9.0264469,16.51028911,-1.61686204,18065539037.147476,1.6159,24095218280.87,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
8,5426,Solana,SOL,solana,364,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,348837023.0685559,511616946.142289,,9,,,,2022-08-17T15:39:00.000Z,41.0813274091357,1189436413.219801,-3.2918,-0.64581507,-5.05436969,-2.82786069,-1.92008241,37.15180286,-23.14816246,14330687957.107569,1.2818,21017903272.53,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
9,74,Dogecoin,DOGE,dogecoin,546,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-17T15:39:00.000Z,0.08146196825525072,1159487491.310143,-34.2017,-0.8071426,-3.53745926,14.35457515,20.78013845,53.07646909,-6.45811937,10807621589.797823,0.9661,10807621589.8,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
10,6636,Polkadot,DOT,polkadot-new,393,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1107846849.8234432,1223070520.1486232,,11,904869778.0,7610823970.505918,,2022-08-17T15:39:00.000Z,8.410960511166412,479245066.8340985,24.7974,-0.20648683,-4.13119689,-12.40268971,10.86266018,22.30417481,-18.49350588,9318056106.285086,0.8331,10287197847.34,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
11,5994,Shiba Inu,SHIB,shiba-inu,399,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,12,,,,2022-08-17T15:39:00.000Z,1.54164903350589e-05,1001527336.7034032,-32.1942,-2.97995765,-2.68492285,24.29850468,32.63401643,97.36702206,27.87226453,8464628732.132257,0.7567,9091644396.54,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-17 15:40:35.805044
12,5805,Avalanche,AVAX,avalanche,299,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284947602.45292944,404229626.49901325,,13,,,,2022-08-17T15:39:00.000Z,26.166389807871415,473025306.53855264,13.1536,-0.30875828,-5.20878857,-12.10677783,10.47437362,74.02035549,-17.29061384,7456050040.601728,0.6666,18839800661.67,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
13,3890,Polygon,MATIC,polygon,459,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8042124673.28493,10000000000.0,,14,,,,2022-08-17T15:39:00.000Z,0.8968440566045313,456575062.1342,3.6708,-0.32119334,-4.67902165,-4.22208665,-4.87975381,149.3174323,34.23284328,7212531715.708247,0.6448,8968440566.05,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:40:35.805044
14,4943,Dai,DAI,multi-collateral-dai,1211,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7207678978.146216,7207678978.146216,,15,,,,2022-08-17T15:39:00.000Z,0.9991384515455057,613368231.4273674,13.4823,0.02502873,-0.07400407,-0.08280187,-0.03803075,-0.10022755,-0.21791263,7201469213.462104,0.6441,7201469213.46,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-17 15:40:35.805044
0,1,Bitcoin,BTC,bitcoin,9672,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19124031.0,19124031.0,,1,,,,2022-08-17T15:39:00.000Z,23423.6312792895,30647880835.70755,7.0141,0.00154783,-1.79454831,-2.45544302,5.38888029,22.78164098,-22.90884005,447954250717.7021,40.0677,491896256865.08,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
1,1027,Ethereum,ETH,ethereum,6008,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,122000712.0615,122000712.0615,,2,,,,2022-08-17T15:39:00.000Z,1833.4781506126824,19315186001.896935,16.4501,0.12981937,-2.75005271,-0.50171898,23.63899201,84.32758061,-9.22953295,223685639923.9494,20.0078,223685639923.95,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
2,825,Tether,USDT,tether,38308,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,67565962655.048164,69158976373.56549,,3,,,,2022-08-17T15:39:00.000Z,1.0001069692418356,52656540929.891525,6.7491,0.00116445,0.00339267,-0.01897766,0.0239715,0.13370043,0.11180734,67573190134.84727,6.0441,69166374256.83,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-17 15:41:39.569974
3,3408,USD Coin,USDC,usd-coin,5774,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53436646601.040565,53436646601.040565,,4,,,,2022-08-17T15:39:00.000Z,0.9998747122070735,6745891055.953523,2.1973,0.01158749,-0.01705385,-0.00133727,-0.03971297,-0.06232111,-0.0579444,53429951641.52653,4.7763,53429951641.53,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-17 15:41:39.569974
4,1839,BNB,BNB,bnb,1069,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-17T15:39:00.000Z,307.3774762174961,1058460669.8920757,5.2864,0.04628434,-2.47195771,-8.18095937,17.67330544,53.63605866,-0.14619845,49591440133.68744,4.4331,61475495243.5,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
5,52,XRP,XRP,xrp,798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49377587823.0,99989361309.0,,6,,,,2022-08-17T15:39:00.000Z,0.3726674561207148,1320142878.8613887,41.6715,0.23543338,-0.32991014,-1.49175242,2.59517965,21.65569685,-11.47449171,18401420043.37459,1.6451,37266745612.07,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
6,2010,Cardano,ADA,cardano,550,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,8,,,,2022-08-17T15:39:00.000Z,0.5354492951304591,1021027659.1620475,32.7417,0.01822483,-4.2416353,-0.09182611,9.0264469,16.51028911,-1.61686204,18065539037.147476,1.6159,24095218280.87,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
7,4687,Binance USD,BUSD,binance-usd,4754,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18063917316.969254,18063917316.969254,,7,,,,2022-08-17T15:39:00.000Z,1.0001118027775988,5763232723.63952,4.3384,0.01564833,0.02016035,0.02808673,0.02966197,-0.05437239,-0.00238407,18065936913.099606,1.6151,18065936913.1,,2022-08-17T15:39:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-17 15:41:39.569974
8,5426,Solana,SOL,solana,364,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,348837023.0685559,511616946.142289,,9,,,,2022-08-17T15:39:00.000Z,41.0813274091357,1189436413.219801,-3.2918,-0.64581507,-5.05436969,-2.82786069,-1.92008241,37.15180286,-23.14816246,14330687957.107569,1.2818,21017903272.53,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
9,74,Dogecoin,DOGE,dogecoin,546,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-17T15:39:00.000Z,0.08146196825525072,1159487491.310143,-34.2017,-0.8071426,-3.53745926,14.35457515,20.78013845,53.07646909,-6.45811937,10807621589.797823,0.9661,10807621589.8,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
10,6636,Polkadot,DOT,polkadot-new,393,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1107846849.8234432,1223070520.1486232,,11,904869778.0,7610823970.505918,,2022-08-17T15:39:00.000Z,8.410960511166412,479245066.8340985,24.7974,-0.20648683,-4.13119689,-12.40268971,10.86266018,22.30417481,-18.49350588,9318056106.285086,0.8331,10287197847.34,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
11,5994,Shiba Inu,SHIB,shiba-inu,399,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,12,,,,2022-08-17T15:39:00.000Z,1.54164903350589e-05,1001527336.7034032,-32.1942,-2.97995765,-2.68492285,24.29850468,32.63401643,97.36702206,27.87226453,8464628732.132257,0.7567,9091644396.54,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-17 15:41:39.569974
12,5805,Avalanche,AVAX,avalanche,299,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284947602.45292944,404229626.49901325,,13,,,,2022-08-17T15:39:00.000Z,26.166389807871415,473025306.53855264,13.1536,-0.30875828,-5.20878857,-12.10677783,10.47437362,74.02035549,-17.29061384,7456050040.601728,0.6666,18839800661.67,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
13,3890,Polygon,MATIC,polygon,459,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8042124673.28493,10000000000.0,,14,,,,2022-08-17T15:39:00.000Z,0.8968440566045313,456575062.1342,3.6708,-0.32119334,-4.67902165,-4.22208665,-4.87975381,149.3174323,34.23284328,7212531715.708247,0.6448,8968440566.05,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
14,4943,Dai,DAI,multi-collateral-dai,1211,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7207678978.146216,7207678978.146216,,15,,,,2022-08-17T15:39:00.000Z,0.9991384515455057,613368231.4273674,13.4823,0.02502873,-0.07400407,-0.08280187,-0.03803075,-0.10022755,-0.21791263,7201469213.462104,0.6441,7201469213.46,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-17 15:41:39.569974
0,1,Bitcoin,BTC,bitcoin,9672,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19124031.0,19124031.0,,1,,,,2022-08-17T15:39:00.000Z,23423.6312792895,30647880835.70755,7.0141,0.00154783,-1.79454831,-2.45544302,5.38888029,22.78164098,-22.90884005,447954250717.7021,40.0677,491896256865.08,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
1,1027,Ethereum,ETH,ethereum,6008,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,122000712.0615,122000712.0615,,2,,,,2022-08-17T15:39:00.000Z,1833.4781506126824,19315186001.896935,16.4501,0.12981937,-2.75005271,-0.50171898,23.63899201,84.32758061,-9.22953295,223685639923.9494,20.0078,223685639923.95,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
2,825,Tether,USDT,tether,38308,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,67565962655.048164,69158976373.56549,,3,,,,2022-08-17T15:39:00.000Z,1.0001069692418356,52656540929.891525,6.7491,0.00116445,0.00339267,-0.01897766,0.0239715,0.13370043,0.11180734,67573190134.84727,6.0441,69166374256.83,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-17 15:41:39.569974
3,3408,USD Coin,USDC,usd-coin,5774,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53436646601.040565,53436646601.040565,,4,,,,2022-08-17T15:39:00.000Z,0.9998747122070735,6745891055.953523,2.1973,0.01158749,-0.01705385,-0.00133727,-0.03971297,-0.06232111,-0.0579444,53429951641.52653,4.7763,53429951641.53,,2022-08-17T15:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-17 15:41:39.569974
4,1839,BNB,BNB,bnb,1069,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-17T15:39:00.000Z,307.3774762174961,1058460669.8920757,5.2864,0.04628434,-2.47195771,-8.18095937,17.67330544,53.63605866,-0.14619845,49591440133.68744,4.4331,61475495243.5,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
5,52,XRP,XRP,xrp,798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49377587823.0,99989361309.0,,6,,,,2022-08-17T15:39:00.000Z,0.3726674561207148,1320142878.8613887,41.6715,0.23543338,-0.32991014,-1.49175242,2.59517965,21.65569685,-11.47449171,18401420043.37459,1.6451,37266745612.07,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
6,2010,Cardano,ADA,cardano,550,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,8,,,,2022-08-17T15:39:00.000Z,0.5354492951304591,1021027659.1620475,32.7417,0.01822483,-4.2416353,-0.09182611,9.0264469,16.51028911,-1.61686204,18065539037.147476,1.6159,24095218280.87,,2022-08-17T15:39:00.000Z,,,,,,2022-08-17 15:41:39.569974
7,4687,Binance USD,BUSD,binance-usd,4754,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18063917316.969254,18063917316.969254,,7,,,,2022-08-17T15:39:00.000Z,1.0001118027775988,5763232723.63952,4.3384,0.01564833,0.02016035,0.02808673,0.02966197,-0.05437239,-0.00238407,18065936913.099606,1.6151,18065936913.1,,2022-08-17T15:39:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-17 15:41:39.569974
